Name,Title,Year,Toyline,Brand,height,mass,hair_color,skin_color,eye_color,birth_year,gender,homeworld,species,Jedi,Sith,Hero,Villain,BountyHunter,Neutral,OriginalTril,PrequelTril,SequelTril,Movies,rotation_period,orbital_period,diameter,climate,gravity,terrain,surface_water,population,classification,designation,average_height,skin_colors,hair_colors,eye_colors,average_lifespan,language,homeworld_species
Darth Vader,Droid Factory 2-Pack #2 2008,2008,The Legacy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Comic 2-pack #10 - 2008,2008,The Legacy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Sith 5-Pack,2020,Celebrate The Saga,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,,2021,The Vintage Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,A New Hope,2018,SOLO: A Star Wars Story,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,,2019,The Vintage Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Villain,2018,Star Wars Galaxy Of Adventures,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,,2019,Star Wars Retro Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Heroes & Villains,2006,The Saga Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Era Of The Force 8-Pack,2017,The Last Jedi Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Target 8-Pack,2016,The Rogue One Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,40th Anniversary Titanium Series,2017,"The Black Series 3.75""",Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,With Probe Droid,2017,The Last Jedi Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2007,The 30th Anniversary Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Revenge Of The Sith,2007,The 30th Anniversary Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Episode 4 - Bundled With Stormtrooper,2019,Skywalker Saga Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Cave Of Evil 3-Pack,2019,The Vintage Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Figuras de Coleccion 4-Pack,2002,Power Of The Jedi,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Father's Day 2-Pack,2007,The 30th Anniversary Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Prototype Edition,2019,Star Wars Retro Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Classic Edition 4-Pack,1995,The Power Of The Force,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Rogue One,2016,The Rogue One Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Imperial Forces 6-Pack,2003,Star Wars SAGA Series,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,THE FORCE UNLEASHED 3-PACK I,2008,The 30th Anniversary Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Hong Kong Edition II 3-Pack,1997,The Power Of The Force,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Death Star Briefing 7-Pack,2006,The Saga Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Death Star Clash,2003,Star Wars SAGA Series,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Epic Battles Ep5: The Empire Strikes Back,2015,The Force Awakens Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Mission Series MS09: Bespin,2014,Saga Legends Series,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2004,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Silver Edition,2004,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Commemorative ROTJ 3-Pack,2004,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Star Wars,2004,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,500th Figure,2005,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Dagobah Test,2015,"The Black Series 3.75""",Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,,2015,The Force Awakens Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Star Wars Rebels Set #1,2015,The Force Awakens Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2015,"The Black Series 3.75""",Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2004,Original Trilogy Collection,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Revenge Of The Sith,2014,"The Black Series 3.75""",Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2014,Saga Legends Series,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,The Empire Strikes Back,2014,Saga Legends Series,Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Revenge Of The Sith,2014,"The Black Series 3.75""",Hasbro,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Darth Vader,Star Wars,1978,Vintage Star Wars,Kenner,202.0,136.0,none,white,yellow,41.9BBY,male,Tatooine,Human,0,1,0,1,0,0,1,1,0,5,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Dexter Jettster,Coruscant Informant,2002,Star Wars SAGA Series,Hasbro,198.0,102.0,none,brown,yellow,Unknown,male,Ojom,Besalisk,0,0,0,0,0,1,0,1,0,1,,,,frigid,,"oceans, glaciers",100.0,500000000.0,amphibian,sentient,178.0,brown,none,yellow,75,besalisk,Ojom
Dud Bolt,Tatooine Podrace,2006,The Saga Collection,Hasbro,94.0,45.0,none,"blue, grey",yellow,Unknown,male,Vulpter,Vulptereen,0,0,0,0,0,1,0,1,0,1,22.0,391.0,14900.0,"temperate, artic",1,"urban, barren",,421000000.0,,sentient,100.0,grey,none,yellow,,vulpterish,Vulpter
Dud Bolt,Podracer Pilots,2012,Movie Heroes Series,Hasbro,94.0,45.0,none,"blue, grey",yellow,Unknown,male,Vulpter,Vulptereen,0,0,0,0,0,1,0,1,0,1,22.0,391.0,14900.0,"temperate, artic",1,"urban, barren",,421000000.0,,sentient,100.0,grey,none,yellow,,vulpterish,Vulpter
Eeth Koth,Jedi Master,2001,Power Of The Jedi,Hasbro,171.0,,black,brown,brown,Unknown,male,Iridonia,Zabrak,1,0,1,0,0,0,0,1,0,3,29.0,413.0,,,,"rocky canyons, acid pools",,,mammal,sentient,180.0,"pale, brown, red, orange, yellow",black,"brown, orange",,Zabraki,Iridonia
Eeth Koth,Clone Wars,2011,The Clone Wars Collection,Hasbro,171.0,,black,brown,brown,Unknown,male,Iridonia,Zabrak,1,0,1,0,0,0,0,1,0,3,29.0,413.0,,,,"rocky canyons, acid pools",,,mammal,sentient,180.0,"pale, brown, red, orange, yellow",black,"brown, orange",,Zabraki,Iridonia
Eeth Koth,Jedi Master,2002,Star Wars SAGA Series,Hasbro,171.0,,black,brown,brown,Unknown,male,Iridonia,Zabrak,1,0,1,0,0,0,0,1,0,3,29.0,413.0,,,,"rocky canyons, acid pools",,,mammal,sentient,180.0,"pale, brown, red, orange, yellow",black,"brown, orange",,Zabraki,Iridonia
Eeth Koth,Jedi Council Set #2,2004,Original Trilogy Collection,Hasbro,171.0,,black,brown,brown,Unknown,male,Iridonia,Zabrak,1,0,1,0,0,0,0,1,0,3,29.0,413.0,,,,"rocky canyons, acid pools",,,mammal,sentient,180.0,"pale, brown, red, orange, yellow",black,"brown, orange",,Zabraki,Iridonia
Palpatine (Darth Sidious),Crimson Empire 6-Pack,2008,The Legacy Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Return Of The Jedi,2018,The Last Jedi Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Target 3-Pack,2017,The Last Jedi Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Jedi vs. Darth Sidious 5-Pack,2006,The Saga Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Skirmish In The Senate 4-Pack,2006,The Saga Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Sith 5-Pack,2020,Celebrate The Saga,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),The Empire Strikes Back,2008,The Legacy Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Greatest Battles,2006,The Saga Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Senator,1999,The Episode 1 Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Revenge Of The Sith,2010,The Vintage Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Holographic,2004,Original Trilogy Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Holographic Emperor,2005,Revenge Of The Sith Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),With Mechno Chair,2009,The Legacy Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Clone Wars,2010,The Clone Wars Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Supreme Chancellor,2005,Revenge Of The Sith Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Return Of The Jedi,1997,The Power Of The Force,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Comic 2-Pack #12 - 2008,2008,The Legacy Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Palpatine (Darth Sidious),Hologram,2000,The Episode 1 Collection,Hasbro,170.0,75.0,grey,pale,yellow,82BBY,male,Naboo,Human,0,1,0,1,0,0,1,1,1,5,26.0,312.0,12120.0,temperate,1 standard,"grassy hills, swamps, forests, mountains",12.0,4500000000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
